epoch,accuracy,loss,lr,val_accuracy,val_loss
42,0.7375068068504333,0.43645086884498596,0.000125,0.6959884166717529,0.5724061727523804
43,0.7376880645751953,0.43540704250335693,0.000125,0.6969550251960754,0.5626975297927856
44,0.7402259707450867,0.4341055750846863,0.000125,0.7037215828895569,0.5599480867385864
45,0.7389570474624634,0.43290090560913086,0.000125,0.6959884166717529,0.5710652470588684
46,0.7417970895767212,0.428422749042511,6.25e-05,0.7022716403007507,0.5702841281890869
47,0.7434285879135132,0.42714545130729675,6.25e-05,0.7078298926353455,0.5559418797492981
48,0.743186891078949,0.4271501898765564,6.25e-05,0.6976800560951233,0.5717678070068359
49,0.7431264519691467,0.4264724850654602,6.25e-05,0.706621527671814,0.562133252620697
50,0.743186891078949,0.4258182942867279,6.25e-05,0.706621527671814,0.5596304535865784
51,0.7448788285255432,0.4255163371562958,6.25e-05,0.7054132223129272,0.564633846282959
52,0.7449392676353455,0.4246828854084015,6.25e-05,0.701063334941864,0.5718884468078613
53,0.7449392676353455,0.4242687225341797,6.25e-05,0.7015466690063477,0.5713148713111877
54,0.7463290691375732,0.4237232208251953,6.25e-05,0.6976800560951233,0.5761431455612183
55,0.7451205253601074,0.4232715368270874,6.25e-05,0.7051715850830078,0.5715673565864563
56,0.7491087317466736,0.4207324981689453,3.125e-05,0.7034799456596375,0.5707486867904663
57,0.7454226613044739,0.42040565609931946,3.125e-05,0.7092798352241516,0.559614896774292
58,0.7486857175827026,0.4200035631656647,3.125e-05,0.7068632245063782,0.566096305847168
59,0.7475980520248413,0.4196529984474182,3.125e-05,0.7083131670951843,0.5694748163223267
60,0.7480210065841675,0.41964107751846313,3.125e-05,0.7058965563774109,0.5668963193893433
61,0.7472354769706726,0.41925808787345886,3.125e-05,0.708796501159668,0.56212317943573
62,0.7482627630233765,0.4190956950187683,3.125e-05,0.7058965563774109,0.5700066685676575
63,0.7470542192459106,0.41882842779159546,3.125e-05,0.7080715298652649,0.5663032531738281
64,0.7464499473571777,0.41855108737945557,3.125e-05,0.7095215320587158,0.5616734623908997
65,0.7479001879692078,0.41823485493659973,3.125e-05,0.7107298374176025,0.5630192756652832
66,0.751042366027832,0.4168354272842407,1.5625e-05,0.7039632797241211,0.5704798698425293
67,0.7486857175827026,0.4167638421058655,1.5625e-05,0.7073465585708618,0.5683660507202148
68,0.7486252784729004,0.4166320264339447,1.5625e-05,0.7092798352241516,0.5672246217727661
69,0.7485648393630981,0.4164501130580902,1.5625e-05,0.7100048065185547,0.5629401206970215
70,0.7508611083030701,0.41627684235572815,1.5625e-05,0.7046882510185242,0.5712828636169434
71,0.7485648393630981,0.41621458530426025,1.5625e-05,0.7085548639297485,0.5681435465812683
72,0.7489878535270691,0.41603681445121765,1.5625e-05,0.7044466137886047,0.5721266865730286
73,0.7491087317466736,0.4159184992313385,1.5625e-05,0.7049298882484436,0.570933997631073
74,0.7484440207481384,0.41582587361335754,1.5625e-05,0.7090381979942322,0.5660131573677063
75,0.7492899894714355,0.4156742990016937,1.5625e-05,0.7083131670951843,0.5684455633163452
