episode,return,length
810,-10.0,71
811,-9.0,43
812,-5.0,99
813,-15.0,24
814,5.0,127
815,5.0,154
816,-15.0,35
817,-14.0,43
818,-15.0,43
819,-10.0,65
820,-15.0,34
821,-15.0,43
822,-9.0,67
823,-15.0,24
824,6.0,135
825,-15.0,43
826,-15.0,24
827,-15.0,43
828,-15.0,39
829,-10.0,53
830,-15.0,24
831,-15.0,34
832,-15.0,36
833,-15.0,24
834,-15.0,40
835,-15.0,42
836,-15.0,30
837,-15.0,35
838,-15.0,34
839,-15.0,24
840,-10.0,70
841,-10.0,71
842,-15.0,24
843,-15.0,37
844,-15.0,24
845,-4.0,92
846,-15.0,24
847,-15.0,31
848,-15.0,24
849,-15.0,32
850,-15.0,23
851,-15.0,22
852,-15.0,43
853,-15.0,30
854,-15.0,22
855,-9.0,51
856,-15.0,37
857,-10.0,71
858,-15.0,31
859,-15.0,25
860,-15.0,22
861,-15.0,27
862,-10.0,64
863,-15.0,22
864,-15.0,24
865,-15.0,25
866,-15.0,26
867,-15.0,24
868,-15.0,43
869,-10.0,54
870,-15.0,28
871,-15.0,23
872,-15.0,33
873,-15.0,24
874,-15.0,43
875,-15.0,37
876,-15.0,30
877,-15.0,43
878,-10.0,71
879,-15.0,19
880,-10.0,53
881,-10.0,71
882,-15.0,33
883,-15.0,25
884,1.0,114
885,-15.0,43
886,-15.0,43
887,-10.0,56
888,-15.0,36
889,-15.0,24
890,-4.0,88
891,-15.0,24
892,-10.0,55
893,-10.0,61
894,-15.0,37
895,-15.0,24
896,-15.0,39
897,-9.0,44
898,-9.0,71
899,-15.0,24
900,-10.0,56
901,-15.0,24
902,-15.0,31
903,-10.0,60
904,-15.0,24
905,-15.0,24
906,-15.0,24
907,-9.0,69
908,-15.0,41
909,-15.0,24
910,-9.0,63
911,-15.0,24
912,-15.0,24
913,-10.0,57
914,-9.0,56
915,-15.0,36
916,-15.0,24
917,-15.0,26
918,-15.0,43
919,-15.0,32
920,-10.0,69
921,-10.0,68
922,-4.0,84
923,-15.0,24
924,-9.0,71
925,-5.0,82
926,-15.0,37
927,-15.0,25
928,-15.0,25
929,-10.0,62
930,-15.0,30
931,-15.0,24
932,-5.0,98
933,-15.0,35
934,-15.0,34
935,-15.0,37
936,-15.0,24
937,-15.0,25
938,-15.0,24
939,-15.0,28
940,-15.0,39
941,-10.0,52
942,-15.0,24
943,-15.0,43
944,-9.0,61
945,-15.0,34
946,-15.0,24
947,-15.0,35
948,-15.0,24
949,-15.0,38
950,-15.0,24
951,-15.0,39
952,-15.0,24
953,-15.0,29
954,-10.0,65
955,-15.0,37
956,-15.0,26
957,-15.0,30
958,-15.0,27
959,-15.0,25
960,-15.0,21
961,-15.0,30
962,-15.0,17
963,-15.0,21
964,-15.0,33
965,-15.0,20
966,-15.0,38
967,-15.0,18
968,-15.0,43
969,1.0,123
970,-15.0,20
971,-15.0,26
972,-15.0,43
973,-15.0,18
974,-15.0,16
975,-15.0,16
976,-15.0,20
977,-3.0,95
978,-15.0,22
979,-15.0,15
980,-15.0,16
981,-15.0,17
982,-15.0,16
983,-15.0,15
984,-15.0,15
985,-15.0,18
986,-15.0,19
987,-15.0,15
988,-15.0,16
989,-15.0,16
990,-15.0,15
991,-15.0,15
992,-15.0,15
993,-15.0,15
994,-15.0,15
995,-15.0,16
996,-15.0,15
997,-15.0,15
998,-15.0,15
999,-15.0,17
1000,-15.0,15
1001,-15.0,15
1002,-15.0,17
1003,-15.0,15
1004,-15.0,15
1005,-15.0,15
1006,-15.0,15
1007,-15.0,15
1008,-15.0,15
1009,-15.0,15
1010,-15.0,15
1011,-15.0,15
1012,-15.0,15
